JobID,WelderName,BusinessTool,ProductType,MaterialType,RodDiameter(mm),Thickness(mm),WeldLength(cm),ProductionTime(min),WeldStrength(%),HeatInput(J/cm),DefectCount,PenetrationDepth(mm),WireUsed(kg),WeldingMethod,LaborCost(₹),MaterialCost(₹),TransportCost(₹),OverheadCost(₹),TotalCost(₹),Quantity,UnitPrice(₹),QA_Status,ReworkNeeded,ProfitMargin(%)
JOB1125,Welder_15,Welder,Auto Component,Stainless Steel,5.26,15.01,65.8,137.0,69.9,324.5,2.0,8.46,3.85,Laser,524.0,4155.0,263.0,1834.0,6776.0,31.0,3832.0,,Yes,24.87
JOB1126,Welder_15,Compressor,Tank Base,Aluminium,8.62,6.44,91.9,182.0,78.4,375.0,0.0,5.84,4.94,MIG,866.0,1414.0,,1418.0,4250.0,17.0,5574.0,Pending,Yes,29.17
JOB1127,Welder_1,Welder,Machinery Part,Stainless Steel,8.12,16.25,79.5,44.0,85.1,,4.0,2.38,3.5,Arc,1822.0,787.0,196.0,515.0,3320.0,31.0,7371.0,Pending,No,23.18
JOB1128,Welder_13,Compressor,Tank Base,Copper,6.59,19.95,46.8,268.0,82.3,137.9,4.0,5.55,1.6,MIG,1256.0,4690.0,868.0,1024.0,7838.0,48.0,8624.0,Pending,,29.82
JOB1129,,Compressor,Steel Frame,Stainless Steel,9.65,1.57,5.9,14.0,89.7,490.3,2.0,4.72,3.72,Gas,267.0,2588.0,408.0,1011.0,4274.0,23.0,7292.0,Pending,No,21.28
JOB1130,Welder_28,Cutter,Steel Frame,,3.6,18.05,77.0,227.0,71.2,214.5,0.0,8.89,3.19,Laser,386.0,4926.0,,1866.0,7539.0,6.0,6177.0,Pass,No,10.44
JOB1131,Welder_17,Compressor,Pipe Joint,Mild Steel,2.87,12.83,46.4,20.0,82.6,269.5,0.0,2.13,1.45,TIG,391.0,2304.0,392.0,1284.0,4371.0,30.0,9353.0,,Yes,10.1
JOB1132,Welder_4,Welder,Machinery Part,Stainless Steel,8.83,19.49,111.5,126.0,63.5,359.9,0.0,8.88,4.33,Arc,1436.0,1678.0,869.0,1458.0,5441.0,7.0,8006.0,Pass,Yes,13.11
JOB1133,Welder_30,Compressor,Tank Base,Mild Steel,5.51,9.84,,193.0,,109.9,3.0,5.61,2.42,TIG,1823.0,3051.0,348.0,1406.0,6628.0,48.0,4178.0,Pending,No,5.18
JOB1134,Welder_27,Cutter,Auto Component,Titanium,8.78,17.1,89.8,125.0,90.0,424.1,4.0,4.64,4.83,MIG,627.0,4870.0,344.0,690.0,,40.0,6546.0,Fail,No,22.04
JOB1135,Welder_4,Cutter,,,9.14,2.19,,171.0,87.7,,4.0,2.46,3.75,TIG,1574.0,2088.0,350.0,1370.0,5382.0,,5490.0,Pass,No,11.72
JOB1136,Welder_10,Welder,Steel Frame,Copper,2.5,7.37,30.3,76.0,99.6,211.3,3.0,7.31,3.4,TIG,1331.0,2456.0,222.0,691.0,4700.0,46.0,5896.0,Fail,Yes,25.38
JOB1137,Welder_29,Grinder,Auto Component,Mild Steel,9.07,2.27,73.4,209.0,71.1,124.6,1.0,9.34,3.78,Gas,1463.0,2275.0,424.0,,5179.0,11.0,1185.0,Pending,Yes,13.98
JOB1138,Welder_29,Grinder,Tank Base,Titanium,5.59,19.53,18.3,40.0,79.9,165.0,3.0,4.38,,Gas,415.0,1487.0,780.0,684.0,3366.0,34.0,5653.0,Pending,Yes,17.0
JOB1139,Welder_25,Compressor,Tank Base,Copper,6.08,16.52,,,73.2,458.0,0.0,3.17,2.77,Laser,376.0,1703.0,600.0,680.0,3359.0,12.0,2980.0,Fail,No,29.14
JOB1140,Welder_23,Lathe,Machinery Part,Aluminium,7.01,17.2,84.8,246.0,77.6,374.4,3.0,5.99,4.33,MIG,1788.0,3830.0,786.0,1400.0,7804.0,45.0,,Fail,No,11.05
JOB1141,,Compressor,Machinery Part,Aluminium,9.41,18.82,64.1,75.0,94.3,200.0,0.0,8.17,3.56,,1553.0,1619.0,880.0,1582.0,5634.0,47.0,,Pending,No,23.03
JOB1142,Welder_28,Welder,Pipe Joint,Mild Steel,2.15,2.62,80.6,79.0,87.4,126.2,2.0,,4.54,Gas,760.0,696.0,815.0,903.0,3174.0,27.0,1829.0,Pass,Yes,23.88
JOB1143,Welder_11,Welder,Steel Frame,Mild Steel,5.81,8.33,135.0,29.0,95.3,376.2,0.0,6.68,4.51,Laser,1080.0,4475.0,936.0,1233.0,7724.0,12.0,4519.0,Pending,No,10.52
JOB1144,Welder_1,Welder,Machinery Part,Titanium,7.5,2.35,33.5,235.0,68.1,329.0,4.0,6.37,4.89,Arc,825.0,1025.0,165.0,698.0,2713.0,13.0,9008.0,Fail,Yes,17.52
JOB1145,Welder_14,Welder,Tank Base,,7.78,5.01,8.3,208.0,94.9,261.8,3.0,3.86,3.65,Laser,1673.0,1910.0,926.0,399.0,4908.0,8.0,6909.0,Pass,No,13.76
JOB1146,Welder_27,Welder,Auto Component,Stainless Steel,7.54,5.36,129.9,48.0,62.4,245.4,0.0,5.06,2.76,,806.0,1792.0,935.0,1824.0,5357.0,16.0,2225.0,Pending,No,24.3
JOB1147,Welder_1,Cutter,Tank Base,Titanium,3.08,9.91,88.7,,95.5,186.7,1.0,3.22,1.25,TIG,1670.0,1694.0,158.0,682.0,,29.0,6774.0,Fail,Yes,
JOB1148,Welder_3,Grinder,,Stainless Steel,4.4,6.1,134.1,54.0,73.2,367.8,2.0,8.11,3.67,Gas,1760.0,2448.0,830.0,1006.0,6044.0,35.0,3844.0,Fail,Yes,16.9
,Welder_26,Welder,Tank Base,Copper,4.87,2.92,91.6,100.0,72.6,488.3,1.0,6.71,1.81,Gas,1867.0,4155.0,597.0,1515.0,8134.0,29.0,8347.0,Fail,No,24.48
JOB1150,Welder_28,Lathe,Pipe Joint,Mild Steel,8.44,4.18,122.5,247.0,80.5,170.3,1.0,5.79,1.77,Laser,,2717.0,472.0,1903.0,5470.0,31.0,3733.0,Pass,Yes,10.88
JOB1151,Welder_16,Lathe,,Copper,4.23,3.8,67.3,79.0,97.6,338.8,1.0,4.53,1.57,Laser,594.0,4754.0,365.0,1925.0,7638.0,13.0,5420.0,Pass,Yes,23.84
JOB1152,Welder_11,Lathe,Auto Component,Titanium,3.69,19.49,113.7,175.0,,269.7,2.0,3.62,4.44,MIG,1368.0,4080.0,752.0,1668.0,7868.0,,4996.0,,Yes,26.63
,Welder_2,Lathe,Pipe Joint,Copper,9.66,15.43,137.4,139.0,74.1,278.7,2.0,8.4,4.41,TIG,1075.0,1517.0,335.0,309.0,3236.0,2.0,2688.0,Pass,Yes,26.97
JOB1154,Welder_19,Cutter,,Copper,2.07,19.39,88.0,223.0,94.3,201.7,2.0,5.06,3.34,Laser,1161.0,3653.0,997.0,563.0,6374.0,33.0,3447.0,Fail,Yes,24.59
JOB1155,,Lathe,Auto Component,Copper,9.98,9.36,31.2,98.0,75.8,430.1,2.0,5.51,2.63,Arc,397.0,4090.0,317.0,1591.0,6395.0,8.0,1867.0,Fail,No,15.2
JOB1156,Welder_11,Welder,Pipe Joint,Titanium,7.41,6.29,,261.0,68.0,294.1,1.0,5.69,3.52,MIG,1168.0,4707.0,626.0,1131.0,7632.0,41.0,7952.0,Pass,No,29.55
JOB1157,Welder_9,Compressor,Pipe Joint,Copper,8.63,16.17,33.8,81.0,77.0,317.4,4.0,5.04,3.23,Laser,,4569.0,913.0,929.0,7718.0,40.0,7084.0,Pass,No,14.49
JOB1158,Welder_11,Lathe,Steel Frame,Stainless Steel,4.36,7.2,40.8,174.0,75.4,221.9,4.0,3.3,2.37,Gas,868.0,547.0,540.0,1061.0,3016.0,49.0,9431.0,Fail,No,20.97
JOB1159,Welder_17,Cutter,Machinery Part,Titanium,2.11,6.69,49.4,58.0,96.6,172.7,2.0,2.08,2.21,Laser,1308.0,4163.0,749.0,1894.0,8114.0,41.0,6305.0,Pending,Yes,9.03
JOB1160,Welder_2,Cutter,Pipe Joint,Copper,7.9,5.42,85.5,61.0,90.5,134.4,,1.89,2.22,Gas,656.0,,505.0,,6626.0,32.0,9239.0,Pending,No,29.51
JOB1161,Welder_17,Lathe,Pipe Joint,Titanium,8.67,3.46,90.3,298.0,80.2,385.6,0.0,7.82,3.15,Gas,1699.0,1327.0,843.0,861.0,4730.0,38.0,5049.0,Fail,Yes,22.6
JOB1162,Welder_2,Compressor,Auto Component,Aluminium,7.92,5.87,66.8,287.0,99.5,178.5,3.0,3.01,3.41,TIG,1476.0,2589.0,700.0,1730.0,6495.0,28.0,4457.0,Pass,No,23.83
,Welder_20,Lathe,Tank Base,Stainless Steel,3.14,7.75,94.2,123.0,78.6,,3.0,1.5,2.53,TIG,271.0,2556.0,688.0,1619.0,5134.0,15.0,4228.0,Pass,No,6.64
JOB1164,Welder_9,Cutter,Steel Frame,Copper,8.03,13.81,16.8,248.0,62.3,256.2,3.0,8.18,4.86,Laser,422.0,,747.0,396.0,2883.0,23.0,2248.0,Fail,Yes,24.09
,Welder_13,Grinder,Steel Frame,Aluminium,8.15,2.19,17.7,142.0,70.5,266.3,4.0,2.39,0.88,Laser,475.0,4484.0,568.0,761.0,6288.0,24.0,,Pending,No,24.37
JOB1166,Welder_13,Welder,Machinery Part,Aluminium,7.27,5.0,29.9,283.0,77.4,287.7,0.0,6.63,,Arc,1999.0,4180.0,209.0,1962.0,8350.0,13.0,4490.0,Fail,No,21.79
JOB1167,Welder_20,Cutter,Machinery Part,Titanium,8.13,16.37,80.1,175.0,66.3,247.1,3.0,4.05,2.39,MIG,1469.0,2311.0,452.0,1057.0,5289.0,21.0,2897.0,Fail,No,12.3
JOB1168,Welder_19,Lathe,Steel Frame,Aluminium,8.77,3.79,36.0,252.0,97.9,140.2,2.0,2.14,0.58,MIG,1564.0,3614.0,912.0,386.0,6476.0,12.0,3179.0,Fail,No,17.24
JOB1169,Welder_15,Welder,Machinery Part,,,7.51,46.1,147.0,90.7,223.9,4.0,4.73,2.14,Laser,772.0,2129.0,190.0,1290.0,4381.0,13.0,,Pass,,7.76
JOB1170,Welder_13,Lathe,Auto Component,Stainless Steel,2.71,17.43,63.0,88.0,70.7,365.5,2.0,1.13,1.73,TIG,1123.0,2043.0,981.0,376.0,4523.0,39.0,3720.0,Pass,No,16.79
JOB1171,Welder_7,Lathe,Steel Frame,Mild Steel,5.9,3.94,122.7,179.0,83.6,366.3,2.0,8.57,2.78,Arc,670.0,,513.0,1806.0,7068.0,23.0,2943.0,Pass,No,11.1
JOB1172,Welder_1,Grinder,Machinery Part,Stainless Steel,2.62,2.57,7.0,132.0,88.9,214.5,3.0,5.62,2.01,MIG,653.0,2404.0,801.0,1469.0,,46.0,6912.0,,,13.73
JOB1173,Welder_6,Welder,Steel Frame,Aluminium,5.26,10.21,99.2,185.0,97.7,284.0,2.0,2.25,3.77,Laser,1994.0,1936.0,172.0,960.0,5062.0,43.0,8686.0,Fail,No,9.07
JOB1174,Welder_17,Welder,Tank Base,Stainless Steel,5.26,6.75,102.0,91.0,,177.4,0.0,3.13,2.79,TIG,,3817.0,784.0,1434.0,7203.0,28.0,4696.0,Fail,No,10.75
JOB1175,Welder_26,Grinder,,Titanium,2.53,,120.8,96.0,80.6,184.1,2.0,5.03,1.08,TIG,206.0,4020.0,646.0,1964.0,6836.0,14.0,3825.0,Pending,No,6.91
JOB1176,Welder_5,Cutter,Steel Frame,Mild Steel,4.79,16.27,140.2,234.0,91.0,,3.0,2.7,3.88,TIG,387.0,3559.0,821.0,1064.0,5831.0,17.0,9414.0,Pass,No,28.0
JOB1177,Welder_27,Lathe,Pipe Joint,Aluminium,2.89,3.61,7.9,25.0,82.5,458.7,2.0,3.42,0.95,Gas,203.0,4616.0,397.0,977.0,6193.0,24.0,2746.0,Fail,No,18.26
JOB1178,Welder_18,Compressor,Machinery Part,Mild Steel,8.47,12.03,27.3,172.0,82.1,184.3,,5.81,4.28,TIG,,1498.0,744.0,1620.0,,34.0,1529.0,Pending,No,14.92
JOB1179,Welder_7,Lathe,Pipe Joint,Aluminium,9.58,10.6,133.5,107.0,64.6,191.0,4.0,8.49,4.69,Laser,1868.0,1931.0,382.0,,5930.0,48.0,7384.0,Pass,Yes,18.38
JOB1180,Welder_8,,Steel Frame,Titanium,2.58,3.74,71.5,165.0,65.0,211.8,4.0,4.62,1.95,Arc,1106.0,3561.0,604.0,1972.0,7243.0,22.0,,Pass,No,20.71
JOB1181,Welder_24,Cutter,Tank Base,Mild Steel,9.64,12.86,86.9,11.0,81.2,151.0,1.0,7.45,4.67,Laser,1348.0,,297.0,1090.0,3499.0,10.0,5486.0,Fail,No,28.05
,Welder_22,Lathe,Machinery Part,Copper,6.18,6.2,101.1,178.0,70.8,355.7,4.0,8.89,4.07,TIG,1238.0,,131.0,1657.0,7257.0,8.0,1101.0,Pass,Yes,9.47
JOB1183,Welder_16,Grinder,Steel Frame,Aluminium,4.4,10.27,103.5,101.0,60.8,130.1,4.0,2.95,4.65,Arc,1159.0,2774.0,747.0,1846.0,6526.0,21.0,4723.0,Pending,Yes,12.39
JOB1184,Welder_17,Grinder,Machinery Part,Copper,2.61,2.56,140.1,,88.9,153.7,1.0,8.26,3.5,MIG,724.0,4375.0,859.0,,6840.0,37.0,3728.0,Pass,No,29.39
JOB1185,Welder_2,Welder,Auto Component,Mild Steel,6.0,9.73,149.6,,61.3,357.9,4.0,7.82,1.56,MIG,829.0,3817.0,970.0,970.0,6586.0,7.0,3545.0,Fail,No,14.28
JOB1186,Welder_4,Compressor,Pipe Joint,Copper,8.36,6.82,,157.0,83.8,235.9,3.0,4.21,4.53,,1463.0,2546.0,440.0,837.0,5286.0,26.0,3558.0,Pending,No,5.56
JOB1187,Welder_27,Lathe,Auto Component,Copper,7.66,16.63,46.6,289.0,81.6,383.2,4.0,9.91,1.33,Arc,974.0,3644.0,757.0,1485.0,6860.0,13.0,7846.0,Pass,Yes,8.69
JOB1188,Welder_17,Lathe,Steel Frame,Mild Steel,2.4,2.08,132.6,198.0,98.8,323.0,4.0,3.36,1.46,Laser,559.0,3721.0,433.0,729.0,5442.0,16.0,1948.0,Pass,Yes,5.66
JOB1189,Welder_25,Cutter,Tank Base,Titanium,2.58,8.95,12.1,137.0,79.4,202.4,1.0,3.29,1.72,Arc,717.0,3640.0,242.0,1937.0,6536.0,30.0,5936.0,Pass,No,
JOB1190,Welder_10,Grinder,Machinery Part,Copper,5.22,9.71,38.5,16.0,62.5,360.3,3.0,7.95,1.87,Arc,1543.0,1753.0,845.0,1392.0,5533.0,31.0,3053.0,Pending,No,11.97
JOB1191,Welder_9,Compressor,Pipe Joint,Copper,4.36,14.78,135.1,56.0,82.1,146.5,2.0,4.91,,Laser,1454.0,1222.0,509.0,432.0,3617.0,5.0,1193.0,Pass,Yes,28.09
,Welder_5,Welder,Machinery Part,Titanium,3.86,11.91,42.1,,93.6,314.6,0.0,3.98,3.71,Arc,1253.0,583.0,143.0,488.0,2467.0,32.0,,Fail,Yes,29.9
,Welder_22,Grinder,Steel Frame,Copper,4.25,13.68,37.0,196.0,99.9,274.9,3.0,2.61,4.67,TIG,1757.0,3870.0,131.0,872.0,6630.0,16.0,8304.0,Pending,Yes,20.0
JOB1194,,Welder,Machinery Part,Copper,8.43,15.76,25.0,47.0,77.2,207.1,2.0,7.89,0.9,Arc,,4319.0,842.0,578.0,6859.0,47.0,3959.0,Pending,Yes,5.83
JOB1195,Welder_29,Cutter,Pipe Joint,Copper,9.43,17.38,129.6,235.0,72.8,341.6,,8.08,4.79,Arc,1379.0,3864.0,127.0,,7123.0,9.0,9174.0,Pass,No,7.04
JOB1196,Welder_11,Cutter,Steel Frame,Stainless Steel,5.24,6.96,77.5,62.0,96.3,,2.0,6.1,4.65,Laser,,2257.0,522.0,1948.0,6580.0,22.0,3923.0,Pending,Yes,
JOB1197,Welder_17,Lathe,Machinery Part,Titanium,9.25,11.22,102.9,233.0,67.6,499.6,2.0,9.62,0.74,MIG,1051.0,4818.0,590.0,841.0,7300.0,44.0,4239.0,Fail,Yes,15.15
JOB1198,Welder_25,Compressor,Tank Base,Copper,4.57,16.96,39.7,163.0,84.6,,3.0,3.86,2.12,Gas,1134.0,3280.0,259.0,1484.0,6157.0,40.0,4865.0,Pending,No,20.15
JOB1199,Welder_6,Welder,Steel Frame,Titanium,5.81,19.8,114.9,57.0,,261.9,1.0,2.98,,Arc,,3787.0,944.0,1045.0,6876.0,45.0,9229.0,Fail,Yes,15.97
JOB1200,Welder_4,Grinder,Steel Frame,Aluminium,3.81,17.9,115.2,156.0,61.6,190.1,3.0,7.1,3.25,Gas,1928.0,2952.0,306.0,,6384.0,37.0,5566.0,Pass,No,28.35
JOB1201,,Cutter,Tank Base,Aluminium,7.12,,50.3,73.0,73.9,,3.0,7.83,4.01,Arc,598.0,,117.0,752.0,,14.0,7595.0,Pending,Yes,18.37
JOB1202,Welder_19,Lathe,Auto Component,Copper,9.83,4.71,64.5,191.0,70.6,291.8,2.0,3.02,3.74,Laser,1569.0,925.0,202.0,1188.0,3884.0,16.0,6609.0,Fail,No,22.34
JOB1203,Welder_23,Lathe,,Titanium,6.83,10.3,35.4,134.0,87.4,246.9,0.0,1.69,2.74,Laser,1418.0,1269.0,681.0,1150.0,4518.0,43.0,4213.0,Pass,Yes,
JOB1204,Welder_16,Welder,,Titanium,4.86,15.09,146.6,188.0,98.0,,2.0,8.29,0.69,Arc,367.0,4475.0,730.0,469.0,6041.0,20.0,6108.0,Fail,No,8.67
JOB1205,Welder_3,Cutter,Machinery Part,Titanium,7.18,10.36,98.6,48.0,70.7,247.3,4.0,9.79,3.13,Laser,576.0,1107.0,750.0,1129.0,3562.0,44.0,2783.0,Pending,No,10.74
JOB1206,Welder_9,Compressor,Tank Base,Stainless Steel,2.98,10.18,140.5,,92.5,249.4,3.0,6.8,0.72,Laser,1712.0,2352.0,771.0,997.0,5832.0,15.0,9294.0,Pending,Yes,7.68
JOB1207,Welder_21,Cutter,Auto Component,Aluminium,9.11,16.93,49.0,12.0,62.2,253.4,3.0,3.5,3.22,Arc,1974.0,3172.0,331.0,1380.0,6857.0,44.0,6830.0,Fail,No,8.49
JOB1208,Welder_18,Welder,Steel Frame,Titanium,6.02,7.87,118.4,73.0,81.5,434.6,1.0,9.97,4.1,MIG,1585.0,2624.0,759.0,1563.0,6531.0,26.0,6831.0,Pass,No,17.81
,,Welder,Machinery Part,Titanium,5.59,17.34,116.0,38.0,62.8,360.3,2.0,9.04,3.13,Arc,1705.0,1800.0,964.0,1068.0,5537.0,9.0,1041.0,Pass,Yes,13.03
JOB1210,Welder_9,Cutter,Machinery Part,Stainless Steel,6.69,8.73,105.3,,97.4,,1.0,5.62,4.99,MIG,1467.0,965.0,523.0,657.0,3612.0,1.0,7209.0,Pass,No,15.58
JOB1211,Welder_2,,Auto Component,Stainless Steel,,7.24,145.0,,90.7,233.7,3.0,8.43,2.55,Laser,1804.0,2464.0,854.0,500.0,5622.0,35.0,2061.0,Pass,No,29.56
JOB1212,Welder_16,Cutter,Auto Component,Titanium,2.57,9.63,62.1,212.0,86.3,427.2,2.0,8.34,,MIG,806.0,,646.0,743.0,4640.0,,4689.0,Fail,Yes,8.92
JOB1213,Welder_25,Grinder,Tank Base,Mild Steel,7.46,15.49,24.0,30.0,,115.3,2.0,9.41,3.5,Laser,1210.0,3039.0,936.0,1126.0,6311.0,20.0,8595.0,Pending,Yes,18.52
,Welder_5,Cutter,Pipe Joint,Titanium,,3.39,102.4,48.0,85.9,448.3,4.0,8.57,4.96,MIG,788.0,2860.0,993.0,1625.0,6266.0,45.0,7807.0,Fail,No,7.47
JOB1215,Welder_17,Cutter,Auto Component,Titanium,7.71,4.73,110.7,232.0,98.8,305.1,4.0,6.79,3.71,MIG,1394.0,2539.0,966.0,1429.0,6328.0,6.0,4997.0,Pending,No,12.96
JOB1216,Welder_19,Welder,,Stainless Steel,8.58,19.08,88.4,111.0,88.6,259.3,0.0,6.48,1.24,Arc,1736.0,1684.0,338.0,400.0,4158.0,42.0,1325.0,Pending,No,18.19
JOB1217,Welder_27,,Steel Frame,Stainless Steel,8.43,4.33,35.0,55.0,97.0,298.9,4.0,5.21,4.8,MIG,1629.0,4434.0,433.0,1420.0,7916.0,10.0,8205.0,Fail,No,28.67
JOB1218,Welder_15,Lathe,Machinery Part,Titanium,6.42,11.79,78.1,75.0,80.7,367.0,2.0,6.64,3.5,Laser,1797.0,3717.0,248.0,1988.0,7750.0,48.0,2120.0,Fail,No,
JOB1219,Welder_10,Lathe,Pipe Joint,Titanium,6.16,12.01,50.3,100.0,64.7,105.1,4.0,8.16,0.77,Arc,1430.0,3282.0,722.0,1237.0,6671.0,33.0,1107.0,Pass,Yes,6.62
JOB1220,Welder_6,Grinder,Steel Frame,Titanium,3.14,10.3,67.0,173.0,81.1,448.6,0.0,9.72,3.46,MIG,1377.0,1277.0,507.0,328.0,3489.0,16.0,7294.0,Pending,No,14.7
JOB1221,Welder_15,Lathe,Tank Base,Stainless Steel,8.2,13.25,98.6,120.0,65.1,278.7,3.0,5.21,4.47,Arc,247.0,3879.0,116.0,1829.0,6071.0,36.0,6193.0,Pass,Yes,8.64
JOB1222,Welder_29,Cutter,Tank Base,Titanium,4.17,5.37,113.1,132.0,83.7,237.2,4.0,6.16,3.1,Gas,1872.0,2918.0,325.0,964.0,6079.0,6.0,8224.0,Pass,Yes,10.75
JOB1223,Welder_13,Welder,Auto Component,Titanium,5.97,11.5,38.7,202.0,79.3,155.3,,,2.09,Arc,1224.0,4577.0,751.0,1761.0,8313.0,19.0,9526.0,,Yes,20.45
JOB1224,Welder_26,Lathe,Auto Component,Copper,4.27,8.07,63.8,108.0,84.9,275.8,3.0,7.02,4.19,Gas,1970.0,4762.0,755.0,1702.0,,31.0,3039.0,Pass,Yes,6.69
JOB1225,Welder_27,Lathe,Tank Base,,3.07,13.57,44.0,168.0,60.4,298.5,2.0,6.67,4.02,Gas,1991.0,2939.0,359.0,372.0,5661.0,2.0,1803.0,Pass,No,16.62
JOB1226,Welder_19,Grinder,Auto Component,Aluminium,7.04,,33.8,112.0,67.8,261.5,3.0,1.16,2.95,Arc,1630.0,2489.0,828.0,553.0,5500.0,18.0,1766.0,Pass,No,20.24
JOB1227,Welder_8,Grinder,Pipe Joint,Mild Steel,2.43,11.85,118.6,290.0,79.7,371.5,2.0,5.87,1.19,Laser,1330.0,1566.0,773.0,815.0,4484.0,42.0,4527.0,Fail,No,15.55
JOB1228,Welder_19,Cutter,Auto Component,Copper,7.99,4.52,136.8,52.0,,268.4,4.0,1.8,1.63,Laser,372.0,1444.0,703.0,1048.0,3567.0,28.0,,Pass,,5.48
JOB1229,Welder_15,Welder,Machinery Part,Aluminium,4.54,6.29,58.7,93.0,,484.6,4.0,1.24,3.82,Laser,705.0,528.0,273.0,1873.0,3379.0,,2488.0,Pass,Yes,29.64
JOB1230,Welder_16,Grinder,Auto Component,Titanium,2.0,5.16,113.9,200.0,77.0,339.7,0.0,8.12,4.13,TIG,1353.0,2397.0,942.0,1343.0,6035.0,1.0,5129.0,Fail,No,14.18
JOB1231,Welder_4,Lathe,,Copper,6.09,4.47,135.1,60.0,88.6,423.0,3.0,3.33,1.76,Gas,597.0,2197.0,304.0,1948.0,5046.0,47.0,3373.0,Fail,Yes,24.46
JOB1232,Welder_26,Welder,Pipe Joint,Titanium,2.37,16.69,127.7,219.0,84.2,143.7,0.0,4.07,,Arc,493.0,3314.0,514.0,834.0,5155.0,42.0,4309.0,Fail,No,13.14
JOB1233,Welder_10,Welder,Steel Frame,Stainless Steel,4.21,6.43,31.5,135.0,72.0,258.9,1.0,1.58,0.85,,,3865.0,607.0,720.0,5943.0,16.0,7834.0,Pending,Yes,16.88
JOB1234,Welder_11,Lathe,Steel Frame,Copper,,18.62,143.7,78.0,76.4,234.7,4.0,2.62,3.71,Laser,1670.0,2988.0,252.0,745.0,5655.0,45.0,6735.0,Fail,Yes,14.71
,Welder_22,Grinder,Machinery Part,Stainless Steel,2.5,19.43,59.6,274.0,68.7,327.8,3.0,7.89,0.52,Arc,1049.0,2165.0,202.0,1178.0,4594.0,47.0,5834.0,Pending,Yes,13.56
JOB1236,Welder_18,Lathe,Pipe Joint,Copper,8.71,11.85,54.2,267.0,98.6,444.4,0.0,5.44,0.71,Gas,1239.0,2070.0,813.0,435.0,4557.0,2.0,7990.0,Fail,,5.55
JOB1237,Welder_10,Welder,Pipe Joint,Copper,2.03,3.72,14.1,197.0,65.2,131.3,0.0,8.93,0.52,Arc,1862.0,2233.0,891.0,1828.0,6814.0,36.0,4983.0,Fail,Yes,14.0
JOB1238,Welder_9,Compressor,Pipe Joint,Stainless Steel,3.97,8.12,75.5,239.0,74.9,129.0,1.0,4.58,3.4,TIG,1084.0,1259.0,,1624.0,4131.0,1.0,4768.0,Fail,Yes,27.24
JOB1239,Welder_1,Compressor,Pipe Joint,Aluminium,7.93,16.16,,198.0,61.0,440.1,0.0,,2.38,TIG,,2657.0,216.0,1932.0,6377.0,39.0,,Pending,Yes,22.26
JOB1240,Welder_3,Cutter,,Mild Steel,4.53,7.98,41.0,19.0,68.9,185.1,,4.13,1.84,Arc,1203.0,1851.0,764.0,332.0,4150.0,23.0,7793.0,Pass,No,8.64
JOB1241,Welder_15,Lathe,Machinery Part,Titanium,2.82,2.65,51.0,123.0,91.2,367.5,4.0,7.41,4.61,Gas,1426.0,3976.0,255.0,946.0,6603.0,26.0,3450.0,Fail,No,19.78
JOB1242,Welder_22,Lathe,Auto Component,Copper,4.88,11.58,122.3,85.0,68.0,317.2,0.0,6.0,1.37,Laser,333.0,1768.0,775.0,577.0,3453.0,11.0,3033.0,Pending,Yes,27.31
JOB1243,Welder_16,Cutter,Steel Frame,Titanium,,17.06,,173.0,63.2,433.2,0.0,9.14,2.25,TIG,970.0,2285.0,181.0,432.0,3868.0,42.0,9002.0,Fail,Yes,22.5
JOB1244,Welder_27,Cutter,Pipe Joint,Stainless Steel,8.74,16.12,48.9,94.0,79.0,150.0,1.0,6.42,4.73,TIG,1749.0,4449.0,617.0,1049.0,7864.0,1.0,7019.0,Pass,No,8.72
JOB1245,Welder_27,Cutter,Auto Component,Titanium,4.51,4.33,129.5,58.0,60.4,151.9,2.0,5.44,2.42,Gas,707.0,3107.0,933.0,1850.0,6597.0,,2307.0,Pending,Yes,26.7
,Welder_27,Welder,Auto Component,Stainless Steel,8.31,13.78,129.3,186.0,63.4,322.7,0.0,8.07,3.0,TIG,1289.0,898.0,,425.0,2778.0,,1975.0,Fail,No,12.54
JOB1247,Welder_14,Lathe,Steel Frame,Titanium,9.13,5.19,115.9,227.0,92.3,478.6,4.0,9.53,,TIG,679.0,3130.0,337.0,644.0,4790.0,10.0,5939.0,Fail,No,16.35
JOB1248,,Welder,Machinery Part,Mild Steel,5.47,5.15,,198.0,90.9,266.0,4.0,4.2,4.06,Gas,1062.0,2946.0,683.0,316.0,5007.0,14.0,4733.0,Fail,No,18.15
JOB1249,Welder_19,Cutter,Tank Base,Mild Steel,9.28,17.61,105.1,239.0,96.6,230.8,0.0,3.25,2.4,Arc,658.0,2169.0,706.0,1123.0,4656.0,14.0,9551.0,Pass,No,26.26
JOB1250,,Lathe,,Mild Steel,5.02,5.74,142.0,264.0,94.2,342.7,2.0,6.55,4.1,Laser,1565.0,738.0,915.0,861.0,4079.0,7.0,3223.0,Pending,No,28.29
JOB1251,Welder_10,Welder,Auto Component,Mild Steel,9.71,6.0,104.0,245.0,87.3,472.2,4.0,5.49,1.64,Laser,1930.0,4036.0,425.0,946.0,7337.0,23.0,1484.0,Fail,Yes,28.24
